Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,cleaned_tweet
"\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb: *waktu temennya abis liat ceramah di yutup* Jadi menurut lo pemimpin itu harus laki2 ya?\n\xf0\x9f\x91\xa6\xf0\x9f\x8f\xbb: iya, di agama gue laki2 yang pantas jadi pemimpin!\n\xf0\x9f\x91\xa9\xf0\x9f\x8f\xbb: ooo.. kok",0,0,0,0,0,0,0,0,0,0,0,0,waktu temannya habis lihat ceramah di youtube jadi menurut kamu pemimpin itu harus laki ya          iya di agama gue laki yang pantas jadi pemimpin          ooo kok
"USER Waktu masih mahasiswa, anda teriak2 anti Soeharto dgn ORBAnya. Sekarang anda jadi pendukung dan penjilat pantat sisa2 antek Soeharto!!!!'",1,1,1,0,0,0,0,0,1,1,0,0,pengguna waktu masih mahasiswa anda teriak anti soeharto dengan orde barunya sekarang anda jadi pendukung dan penjilat  sisa  soeharto
Tahun depan diprediksi akan jatuh orang2 yg mendatangkan warga China tsb. #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,1,0,tahun depan diprediksi akan jatuh orang yang mendatangkan warga cina tersebut  ganti presiden
USER Negeri sontoloyo ini..\nGak jelas status hukum nya',1,1,0,1,0,0,0,0,1,0,1,0,pengguna negeri  ini tidak jelas status hukum nya
USER Astagaaa.. Sewa pecun skalian ga pak?',0,1,0,0,0,0,0,0,0,0,0,0,pengguna astaga sewa  sekalian tidak pak
"Sudah ada penjajakan antara pemkab. Kebumen-Jateng dengan Kadin Aseng membahas kawasan industri di kecmatan petanahan. Apakah tidak ada negara lain selain Aseng?\ncc : USER, USER, USER, USER, USER, USER, USER",0,0,0,0,0,0,0,0,0,0,0,0,sudah ada penjajakan antara pemerintah kabupaten kebumenjawa tengah dengan kamar dagang dan industri  membahas kawasan industri di kecamatan petanahan apakah tidak ada negara lain selain  cc  pengguna pengguna pengguna pengguna pengguna pengguna pengguna
USER USER USER Kak USER paham Kristen dan Budha?\n\nMendalami kedua agama tadi?\nKok yakin betul dgn kesimpulan tdk ada kristen nusantara dan tidak ada Budha nusantara\n\xf0\x9f\x98\x8a',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna kak pengguna paham kristen dan buddha  mendalami kedua agama tadi kok yakin betul dengan kesimpulan tidak ada kristen nusantara dan tidak ada buddha nusantara
USER USER USER USER Anak PKI belum tentu juga PKI',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna pengguna anak partai  indonesia belum tentu juga partai  indonesia
"USER Ce hayu masuk dong mbikoz tanpa ada orang tionghoa di Indonesia, pertempuran Sepanjang di Jawa Timur tida akan muluz hingga hampyr menggulingkan belanda wadidaw agak berkualitas twit ini'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna ce ayo masuk dong mbikoz tanpa ada orang tionghoa di indonesia pertempuran sepanjang di jawa timur tidak akan mulus hingga hampir menggulingkan belanda waduh agak berkualitas twit ini
USER Anjir. Dosa gua masih banyak tai wkwk',0,1,0,0,0,0,0,0,0,0,0,0,pengguna  dosa gue masih banyak  wkwk
28. Anak mcd ga ada yg bener anjir\n\nBobrok\nIdiot\nKampung\nMalu maluin\nNgegas\n\nTapi kusayang karna mereka bikin ku ketawa wkwk.',1,1,0,1,0,0,0,0,1,0,1,0,anak mc donalds tidak ada yang benar   bobrok  kampung malu memalukan marah  tapi aku sayang karena mereka bikin ku tertawa wkwk
"""Dit, mau abang kasih rahasia ga ?""\n""bang bim main sama kak chaca aja sana! Adit mau sendirian""\n""Eh dit serius, ntar kalau lo dengerin kata abang, gue ijinin maincraft deh""\n""TANTE JANI BANG BIMA BERISIK BANGET ! ""\n\ndasar bocah kampret URL",1,1,1,0,0,0,0,0,1,1,0,0,dit mau abang kasih rahasia tidak  bang bim main sama kak chaca saja sana adit mau sendirian eh dit serius nanti kalau kamu dengarkan kata abang gue izinkan maincraft deh tante jani bang bima berisik banget    dasar bocah  uniform resource locator
USER USER Kenapa loo... Cebong ya??',1,1,1,0,0,0,0,0,1,1,0,0,pengguna pengguna kenapa lo  ya
"Plt Gubernur Bengkulu Rohidin Mersyah hadir pada Upacara Kebangsaan Badan Nasional Penanggulangan Terorisme (BNPT) bersama Forum Koordinasi Pencegahan Terorisme (FKPT) Provinsi Bengkulu, di Lapangan Rektorat Institut Agama Islam Negeri (IAIN) Bengkulu, 11/",0,0,0,0,0,0,0,0,0,0,0,0,plt gubernur bengkulu rohidin mersyah hadir pada upacara kebangsaan badan nasional penanggulangan terorisme badan nasional penanggulangan terorisme bersama forum koordinasi pencegahan terorisme forum koordinasi pencegahan terorisme provinsi bengkulu di lapangan rektorat institut agama islam negeri institut agama islam negeri bengkulu
"Saat ada tagar #2019GantiPresiden semua lantang menentang tapi ketika sang presiden dikatakan kacung terdiam semua....ada apa?justru yg membela presiden mereka yg meneriakkan #2019GantiPresiden ..apa yg kmrin2 berteriak itu membenarkan ucapan anak itu,?",1,0,1,0,0,0,0,0,1,1,0,0,saat ada tagar  ganti presiden semua lantang menentang tapi ketika sang presiden dikatakan kacung terdiam semuaada apajustru yang membela presiden mereka yang meneriakkan  ganti presiden apa yang kemarin berteriak itu membenarkan ucapan anak itu
USER USER Ada Cebong dungu marah marah. Biasa ajaran nabi nya. Rendah hati dgn agama dgn umat paulus dan rajin ngaji kitab kuning.',1,1,0,1,1,0,0,0,0,0,1,0,pengguna pengguna ada   marah marah biasa ajaran nabi nya rendah hati dengan agama dengan umat paulus dan rajin mengaji kitab kuning
Mari bersama menyukseskan Pilkada malang !! Nomor 1 !!! #madepmantebmanetep #rendrasanusi #pilkadamalang,0,0,0,0,0,0,0,0,0,0,0,0,mari bersama menyukseskan pilihan kepala daerah malang  nomor   madep mantep manetep rendra sanusi pilihan kepala daerah malang
"RT USER: Niatnya pengen tidur tapi adek malah asik mainin kontol gede koko, kalo dimaini jadi ngaceng kan, keenakan kontol koko dek,\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna niatnya ingin tidur tapi adik malah asyik mainkan  gede koko kalau dimainkan jadi  kan keenakan  koko dek
USER mana peran rezim jkw????\n\nya namanya juya mereka saingan im :((',0,0,0,0,0,0,0,0,0,0,0,0,pengguna mana peran  jokowi  ya namanya juya mereka saingan im
"USER USER X penah x jijik, babi tam'",0,1,0,0,0,0,0,0,0,0,0,0,pengguna pengguna x pernah x   tam
USER Kenapa gak ada kristen nusantara atau katolik Nusantara ????',0,0,0,0,0,0,0,0,0,0,0,0,pengguna kenapa tidak ada kristen nusantara atau katolik nusantara
kalo liat muka orang ini jadi pingin ketawa apa lagi liat hidungnya.,0,0,0,0,0,0,0,0,0,0,0,0,kalau lihat muka orang ini jadi ingin tertawa apa lagi lihat hidungnya
Ada gak ya workshop negosiasi dgn orang china',0,0,0,0,0,0,0,0,0,0,0,0,ada tidak ya workshop negosiasi dengan orang cina
USER WKWKWKWKWKWKWKWK NGAKAK ANJIR BURIK',0,1,0,0,0,0,0,0,0,0,0,0,pengguna wkwk tertawa
"USER USER umar bin khatab kan punya jabatan,jadi pas kalo maslah negara atau politik,la kalo tengku dia jadi dpr atau jadi mentri,'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna umar bin khattab kan punya jabatanjadi pas kalau masalah negara atau politiklah kalau tengku dia jadi dewan perwakilan rakyat atau jadi menteri
KPK ?? Bubarkan !!!,1,0,0,1,0,0,0,0,1,0,0,1,komisi pemberantasan korupsi  bubarkan
"masih percaya aja sama cina, heran... semua pejabat di Indo ini sama, jongos cina dan kristen. tegakkan hukum Islam, usir cina.",1,1,0,1,1,1,0,0,0,0,0,1,masih percaya saja sama cina heran semua pejabat di indonesia ini sama jongos cina dan kristen tegakkan hukum islam usir cina
"Kunci seorang menyanyi cma 1,tidak bisu'",0,0,0,0,0,0,0,0,0,0,0,0,kunci seorang menyanyi cuma  tidak
Visi dan Misi ISLAM NUSANTARA bisa dikatakan mirip dengan Visi Dan Misi PKI. Tentu dengan sedikit Polesan maka akan terlihat cantik.',0,0,0,0,0,0,0,0,0,0,0,0,visi dan misi islam nusantara bisa dikatakan mirip dengan visi dan misi partai  indonesia tentu dengan sedikit polesan maka akan terlihat cantik
JG KAITKAN JOKOWI DENGAN AHOK KATA JOHAN BUDI. KATA KAMI. SEBAB JOKOWI ANJING. SEDANGKAN AHOK BABI. YA JELAS BERBEDA. WALAUPUN OTAKNYA SAMA,1,1,1,0,0,0,0,0,1,1,0,0,juga kaitkan jokowi dengan ahok kata johan budi kata kami sebab jokowi  sedangkan ahok  ya jelas berbeda walaupun otaknya sama
"USER USER Lbih baik gtu dri pd munafik, sok mlu tapi mau'",1,0,1,0,0,0,0,0,1,1,0,0,pengguna pengguna lebih baik begitu dari pada  sok malu tapi mau
"USER USER USER Egp kalo individualnya mah, kirain ada aturan baru yg menguntungkan psk'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna emang gue pikir kalau individualnya adalah kiraan ada aturan baru yang menguntungkan pekerja  komersial
RT USER: Yang beginian Kecoak dan Belatung pasti gak paham. Yang mereka tahu hanya bagaimana mengambil kebijakan seenak jidatnya sendiri\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna yang beginian kecoak dan belatung pasti tidak paham yang mereka tahu hanya bagaimana mengambil kebijakan seenak jidatnya sendiri
Bangsad salah. Gilak.',0,1,0,0,0,0,0,0,0,0,0,0,salah
"Saat Kita Mengonsumsi Jus Bersama Ampas, Enzim Yang Terdapat Di Dalam Ludah Ikut Masuk Ke Usus Kecil &amp; Memaksimalkan Proses Pencernaan'",0,0,0,0,0,0,0,0,0,0,0,0,saat kita mengonsumsi jus bersama  enzim yang terdapat di dalam ludah ikut masuk ke usus kecil amp memaksimalkan proses pencernaan
"Su Pin siswi SD Katolik Karya Yosef, 1978-1984, istrinya Ronaldo Pardede yang sah.'",0,0,0,0,0,0,0,0,0,0,0,0,su pin siswi sekolah dasar katolik karya yosef    istrinya ronaldo pardede yang sah
Fakta Mega Proyek Pembangunan Bandara Kertajati yg sedikit dilupakan:; �?? Lewat Perda Prov Jabar No.13 thn 2010 (Gubernurnya USER); �?? Pembangunan dimulai Presiden SBY; �?? 70% Dana Pembangunan Menggunakan APBD Jabar; �??Jika ada yg klaim sepenuhnya tdk te,0,0,0,0,0,0,0,0,0,0,0,0,fakta mega proyek pembangunan bandara kertajati yang sedikit dilupakan  lewat peraturan daerah provinsi jabar no tahun  gubernurnya pengguna  pembangunan dimulai presiden susilo bambang yudhoyono    dana pembangunan menggunakan anggaran pendapatan dan belanja daerah jabar jika ada yang klaim sepenuhnya tidak te
Sebuah pencitraan yang luwar biasa ya Pak USER URL,1,0,1,0,0,0,0,0,1,1,0,0,sebuah pencitraan yang luwar biasa ya pak pengguna uniform resource locator
LSM Gerak menolak berita hoax dan sukseskan pilkada diwilayah kediri kota:,0,0,0,0,0,0,0,0,0,0,0,0,lembaga swadaya masyarakat gerak menolak berita hoaks dan sukseskan pilihan kepala daerah di wilayah kediri kota
"USER USER USER Anda yg""DUNGU""(minjem kta2 andalan ""profesor"" junjunganmu) cba sbutkan slah satu kritik dr rocky gerung? Kritik lho ya bukan nyinyir,sindiran,dan sbutan2 yg GAK BERMUTU lainnya cba sy tnya,klo yg jadi presiden si wowo kira2 sikapny sm gk",1,1,1,0,0,0,0,0,1,1,0,0,pengguna pengguna pengguna anda yangpinjam kita andalan profesor junjunganmu coba sebutkan salah satu kritik dari rocky gerung kritik lo ya bukan nyinyirsindirandan sbutan yang tidak bermutu lainnya coba saya tanyakalau yang jadi presiden sih prabowo kira sikapnya sama tidak
USER Narkoba dr cina...; Dosen dr cina...; Hutang dr cina...; TKA dr cina...; Klo sampe 2periode sy yakin; Kurikulum nanti pun dr cina! ; Salam; #2019GantiPresiden,1,0,1,0,0,1,0,0,0,1,0,0,pengguna narkoba dari cina dosen dari cina hutang dari cina tenaga kerja  dari cina kalau sampai  periode saya yakin kurikulum nanti pun dari cina  salam  ganti presiden
"USER USER USER wanda di mcu di nerf abis, sebel w, ya semuanya kena nerf sih, tapi wanda culun banget setingkat harry potret doi'",0,1,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna wanda di medical check up di nerf habis kesal gue ya semuanya kena nerf sih tapi wanda  banget setingkat harry potret dia
GANYANG PKI?rasakan URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai  indonesiarasakan uniform resource locator
USER yeu kampang lu main twt juga',1,1,1,0,0,0,0,0,1,1,0,0,pengguna   kamu main twit juga
Pilihan saya Jokowi,0,0,0,0,0,0,0,0,0,0,0,0,pilihan saya jokowi
Berjilbab artinya tunduk patuh pada Allah SWT yang menghalalkan ramasan yang berarti melegalkan korupsi,1,0,0,1,1,0,0,0,0,0,1,0,berjilbab artinya tunduk patuh pada allah subhanahu wa taala yang menghalalkan ramadan yang berarti melegalkan korupsi
USER bacot lo. -jkt',1,1,1,0,0,0,0,0,1,1,0,0,pengguna  kamu jakarta
USER USER Emg ga aneh liat biksu belajar budha di Mesir dr seorang syeikh/masaikh?\n\nEmg ga aneh pendeta belajar kristen di Saudi dr ulama?',1,0,0,1,1,0,0,0,0,0,1,0,pengguna pengguna memang tidak aneh lihat biksu belajar buddha di mesir dari seorang syekhmasyaikh  memang tidak aneh pendeta belajar kristen di saudi dari ulama
RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 1)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna retweet  hijab  ingin dientot  part    blowjob  hijab  orang berhijab sepong    berat san
USER Astaghfirullah kubacanya kmbng kntl. \xf0\x9f\x98\xae',0,1,0,0,0,0,0,0,0,0,0,0,pengguna astagfirullah aku bacanya kembang
"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini,� Sabtu (21/4); ; #SebaBaduy2018",0,0,0,0,0,0,0,0,0,0,0,0,warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu     sebabaduy
"18.07 #BeritaSONORA - Presiden Joko Widodo ( Jokowi) akan membuka Indonesia International Motor Show (IIMS) 2018 di JIExpo, Kemayoran, Jakarta Pusat, Kamis (19/4/2018)",0,0,0,0,0,0,0,0,0,0,0,0,berita sonora  presiden joko widodo  jokowi akan membuka indonesia international motor show indonesia international motor show  di jakarta international expo kemayoran jakarta pusat kamis
"USER USER Bong..presiden Indonesia di ancam mau d bunuh segala..luh masih bego aja..\nD katain kacung bong!!\nMasa mau jadi kacung smpe 2 priode??\n\nGw bkn warga kolam aja gerah presiden d hina..\nParah luh bong,dukungan luh palsu\xf",1,1,1,0,0,0,0,0,1,1,0,0,pengguna pengguna presiden indonesia di ancam mau di bunuh segalakamu masih  saja di ejek kacung  masa mau jadi kacung sampai  periode  gue bukan warga kolam saja gerah presiden di  parah kamu dukungan kamu palsuxf
masih adakah anak rp yang dongo:)?',0,1,0,0,0,0,0,0,0,0,0,0,masih adakah anak rupiah yang
"USER USER USER Itu menunjukan nama tempat Bung, bukan entitas agama ""Kristen Jawa\',,,, semisal nama Masjid Islam Jawa, Sunda, Batak dll, kecuali istilah yg terpampang ""Islam Jawa, Islam Jogya , Islam Malaisia, Islam Arab, mungkin m",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna itu menunjukkan nama tempat bung bukan entitas agama kristen jawa semisal nama masjid islam jawa sunda batak dan lain lain kecuali istilah yang terpampang islam jawa islam yoyakarta  islam malaysia islam arab mungkin sama
"2016 ratusan ribu yg mau silaturahim ditinggal ngacir, bahkan hrs merasakan perihnya terkena gas air mata. ; Oh.. Waktu itu msh jauh dr Pilpres 2019.; ; #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0,ratusan ribu yang mau silaturahim ditinggal kabur bahkan harus merasakan perihnya terkena gas air mata  oh waktu itu masih jauh dari pemilihan presiden     ganti presiden
"USER Tanpa disadari oleh kita,berarti kita sdh dikelilingi tka ya. Kalau diam2 mrka menyerang kita gimana krna kita kan lemah gak mau melawan,pekerjaan kita di ambil mrkapun kita diam'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna tanpa disadari oleh kitaberarti kita sudah dikelilingi tenaga kerja  ya kalau diam mereka menyerang kita bagaimana karena kita kan lemah tidak mau melawanpekerjaan kita di ambil merekapun kita diam
USER Jadi kalau masih mo mt gak kena dare bajingan:3',0,1,0,0,0,0,0,0,0,0,0,0,pengguna jadi kalau masih mau mt tidak kena dare
ooo diganti lagi libur lebaran; 13 - 21; diubah 11 - 20; sama aja.. pasca lebaran nya dikurangi..; masa hari senin harus balik; tgl 18 + 2 hari dijalan kalo ga macet = tgl 20; sama aja itu bego !! ; H + 2 Bakal menumpuk; presiden bego..,1,1,1,0,0,0,0,0,1,1,0,0,ooo diganti lagi libur lebaran     diubah     sama saja pasca lebaran nya dikurangi masa hari senin harus balik tanggal    hari di jalan kalau tidak macet  tanggal   sama saja itu    h   bakal menumpuk presiden
Bani taplak kotak-kotak menang...ini pasti konspirasi wahyudi remason!!!',1,1,0,1,1,0,0,0,0,0,1,0,kotakkotak menangini pasti konspirasi wahyudi remason
KULTURAL: PENELITIAN BUDAYA DENGAN PERANGKAT METODOLOGIS; HISTORIS: FAKTA &amp; KESIMPULAN MASA LALU; ETNOLOGI: PENELITIAN PERILAKU MANUSIA; PENELITIAN PRAKTIS: KASUS MIKRO &gt; BERSIFAT BEHAVIORALISTIK,0,0,0,0,0,0,0,0,0,0,0,0,kultural penelitian budaya dengan perangkat metodologi historis fakta amp kesimpulan masa lalu etnologi penelitian perilaku manusia penelitian praktis kasus mikro begitu bersifat behavioristik
Setuju pak AR... Fokus #2019GantiPresiden... poros ketiga hanya akan memecah suara PS... Jangan mau dikadali lagi...,1,0,0,1,0,0,0,0,1,0,1,0,setuju pak ar fokus  ganti presiden poros ketiga hanya akan memecah suara play station jangan mau dikadali lagi
USER USER USER USER USER USER USER USER USER USER USER USER Di TV ada kok keterangan Menkes . Pd budek ajh kuping ny .',1,1,0,1,0,0,1,0,0,0,1,0,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna di televisi ada kok keterangan menteri kesehatan  pada  saja kuping nya
USER USER Cocot rusak',1,1,1,0,0,0,1,0,0,1,0,0,pengguna pengguna  rusak
Khofifah Indar Parawansa Ingin Bangun Tempat Perlindungan Anak #KhofifahParawansa,0,0,0,0,0,0,0,0,0,0,0,0,khofifah indar parawansa ingin bangun tempat perlindungan anak khofifah parawansa
RT USER: Retweet sayang... Yang mau belajar ngentot sampe pasangan kalian terkencing kencing.',0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna retweet sayang yang mau belajar  sampai pasangan kalian terkencing kencing
USER USER USER Ohh iya ya pan otaknya dh kropos di makan blatung onta \xf0\x9f\x98\x82\xf0\x9f\x98\x8,1,1,1,0,0,0,1,0,0,1,0,0,pengguna pengguna pengguna oh iya ya kapan otaknya sudah keropos di makan belatung         x
USER USER emang si ahog itu siapa? prestasi nol besar cuma bisa ngomong TAI.\natau ahog punya rahasia kebusukan rezim ini?',1,1,1,0,0,0,0,0,1,1,0,0,pengguna pengguna memang sih ahok itu siapa prestasi nol besar cuma bisa berbicara  atau ahok punya rahasia kebusukan  ini
RT USER hei jongos penista agama kami muslim udh bangkit tdk akan dukung jongos ahok,1,1,1,0,1,0,0,0,0,1,0,0,rt pengguna hai jongos penista agama kami muslim sudah bangkit tidak akan dukung jongos ahok
musyrik yg mengantrakan ke kezaliman tutup dengan hafalan quran dan hadis;,0,0,0,0,0,0,0,0,0,0,0,0,musyrik yang mengantarkan ke kezaliman tutup dengan hafalan alquran dan hadis
"Bagi cina,RI negara masa depannya.75%tanah dikuasai.siap usir pribumi dg dewa perang USER USER USER",1,0,0,1,0,1,0,0,0,0,1,0,bagi cinari negara masa depannya tanah dikuasaisiap usir pribumi dengan dewa perang pengguna pengguna pengguna
USER AYO DILANJUT KE CERITA NYA',0,0,0,0,0,0,0,0,0,0,0,0,pengguna ayo dilanjut ke cerita nya
Pledis buka audisi di cina',0,0,0,0,0,0,0,0,0,0,0,0,pledis buka audisi di cina
USER Harusnya bisa switch kata2nya jd : Kami membagi takjil.. Bukan bom',0,0,0,0,0,0,0,0,0,0,0,0,pengguna harusnya bisa switch kata nya jadi  kami membagi takjil bukan bom
Ini orang goblok kok dipiara sih!!!!! Anjeng',1,1,1,0,0,0,0,0,1,1,0,0,ini orang  kok dipelihara sih
Apalagi mereka partai koalisi pendukung pemerintah yg juga diketahui sudah menjalin kerjasama politik dengan partai komunis china,1,0,0,1,0,1,0,0,0,0,1,0,apalagi mereka partai koalisi pendukung pemerintah yang juga diketahui sudah menjalin kerja sama politik dengan partai  cina
USER Kecebong kemana ya... Presiden dihina dan diancam... diem aja... \n\nAtau mereka bermental kacung semua...',1,1,0,1,0,0,0,0,1,0,1,0,pengguna kecebong kemana ya presiden dihina dan diancam diam saja   atau mereka bermental kacung semua
USER Di kemendikbud Masa gak Ada orang yang lebih pinteran dikit utk suggest film yg bagus utk ditonton? #2019GantiPresiden #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,1,0,pengguna di kementerian pendidikan dan kebudayaan masa tidak ada orang yang lebih lebih pintar sedikit untuk suggest film yang bagus untuk ditonton  ganti presiden  ganti presiden
USER USER Ah cebong mah cuma bisa gitu jawabnya....',1,1,0,1,0,0,0,0,1,0,1,0,pengguna pengguna ah  adalah cuma bisa begitu jawabnya
"USER ini aku bicarain sma swasta katolik krn sekolahku dulu gini\n(-) spp mahal, daftar ulang setiap naik kelas dan harus bayar lagi\n\n(+) disiplin, guru niat ngajar, bersih pake banget, fasilitas oke banget, kantin/kafe susananya enak'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna ini aku bicarakan sama swasta katolik karena sekolahku dulu begini  spp mahal daftar ulang setiap naik kelas dan harus bayar lagi   disiplin guru niat mengajar bersih pakai banget fasilitas oke banget kantinkafe susananya enak
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,1,1,1,0,0,0,0,0,1,1,0,0,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna
USER Seperti melihat punuk onta',0,0,0,0,0,0,0,0,0,0,0,0,pengguna seperti melihat punuk
USER AAAAAAAH AKU LEBIH SUKA AVA Kayak ga asing deh serius. terus polisi nya aku tau tuh suka main di film FBI',0,0,0,0,0,0,0,0,0,0,0,0,pengguna aaaaaaah aku lebih suka ava kayak tidak  deh serius terus polisi nya aku tau itu suka main di film fbi
USER USER Pengagum dan pengidola bajingan penista agama msh menjadi ancaman buat demokrasi!\nMereka menghalalkan segala cara utk membalas sakit hati nya !!\nDasar pengecut tu jongos2 mulut jamban !\nKlw ini terus menerus terjadi malah gak sampe 2030 sept yg disam,1,1,0,1,1,0,1,0,0,0,1,0,pengguna pengguna pengagum dan penggemar  penista agama masih menjadi ancaman buat demokrasi mereka menghalalkan segala cara untuk membalas sakit hati nya  dasar pengecut itu jongos mulut   kalau ini terus menerus terjadi malah tidak sampai  september yang disama
USER tp pelajaran efek jera jg penting biar otak &amp; mulutnya gk ikut2 dgn org2 bloon ngaku pinter.',0,1,0,0,0,0,0,0,0,0,0,0,pengguna tetapi pelajaran efek jera juga penting biar otak amp mulutnya tidak ikut dengan orang belum mengakui pintar
"USER Gemuk itu alamiah nder wajar gendutan kalo emg sedang nafsu makan. Dan btw gendut gacuma berasal karna banyak makan, bisa jg hormon, penyakit, genetik dll. Jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se",0,0,0,0,0,0,0,0,0,0,0,0,pengguna gemuk itu alamiah nder wajar gendutan kalau memang sedang nafsu makan dan by the way  enggak cuma berasal karena banyak makan bisa juga hormon penyakit genetik dan lain lain jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se
"USER USER Yang milih pasti cebong dan para pemghuni dunia gaib tadz, yg biasa kalo komen jorok.'",1,1,0,1,0,0,0,0,1,0,1,0,pengguna pengguna yang memilih pasti  dan para penghuni dunia gaib ustaz yang biasa kalau komen jorok
RT USER: Anjir sange ngewe sama cwo straight manly kontol gede minat boking whatsapp 085894931926 jksel only URL,0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna    sama cowok straight manly  gede minat booking whatsapp  jakarta selatan only uniform resource locator
Gubernur Jabar HEBAT!�???�???,0,0,0,0,0,0,0,0,0,0,0,0,gubernur jabar hebat
"USER USER Kenapa harus bom ya? Kek yg benar nunjukin kita ini siapa. Dgn emabel \xe2\x80\x9cbom\xe2\x80\x9d masih bikin takut org org sbnr nya, apalagi klwr yg menjadi korban.'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna kenapa harus bom ya kayak yang benar menunjukkan kita ini siapa dengan embel    bom    masih bikin takut orang orang sebenarnya nya apalagi keluar yang menjadi korban
USER Untung satu genk. Untung bukan tanya macam2 ke orang asing \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',0,0,0,0,0,0,0,0,0,0,0,0,pengguna untung satu geng untung bukan tanya macam ke orang
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna
"8) Pada masa itu, setidaknya ada 45 persen dari 4,7 juta warga Bosnia memeluk agama Islam. Sisanya adalah Kristen Ortodoks, Katolik, Protestan, dan lainnya.'",0,0,0,0,0,0,0,0,0,0,0,0,pada masa itu setidaknya ada  persen dari   juta warga bosnia memeluk agama islam sisanya adalah kristen ortodoks katolik protestan dan lainnya
6. Siapa saja klien yang sudah pernah kamu tangani? USER #KUchat,0,0,0,0,0,0,0,0,0,0,0,0,siapa saja klien yang sudah pernah kamu tangani pengguna aku chat
"USER Terima kasih Pak Presiden, yg selalu memberikan selamat dgn tulus.....; ; Semoga sehat selalu pak, Allah memberikan yg terbaik kepada pak Jokowi, amin.; ; Salam dua periode....",0,0,0,0,0,0,0,0,0,0,0,0,pengguna terima kasih pak presiden yang selalu memberikan selamat dengan tulus  semoga sehat selalu pak allah memberikan yang terbaik kepada pak jokowi amin  salam dua periode
USER USER USER Berarti rejim jokowi sama saja dong... ganti ah',1,0,1,0,0,0,0,0,1,1,0,0,pengguna pengguna pengguna berarti  jokowi sama saja dong ganti ah
"responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok, nanti klo anies-sandy sudah memimpin sangat mudah",1,1,0,1,0,0,0,0,1,0,1,0,responden yang  belum paham  juga wartawan berita satu juga  nanti kalau aniessandy sudah memimpin sangat mudah
"Akun isinya \xe2\x80\x9canti aseng\xe2\x80\x9d \xe2\x80\x9ctolak aseng\xe2\x80\x9d \xe2\x80\x9cnon-pribumi\xe2\x80\x9d tapi terus ngeluh \xe2\x80\x9citu di Thailand kok banyak negara asing yang bantu, kita di danau Toba kok nggak ada yang bantuin?\xe2\x8",0,0,0,0,0,0,0,0,0,0,0,0,akun isinya    anti        tolak        nonpribumi    tapi terus mengeluh    itu di thailand kok banyak negara  yang bantu kita di danau toba kok enggak ada yang bantu x
